kind,policy,scenario,burst_duration_seconds,rate_cv2,achieved_rate_cv2_mean,achieved_rate_cv2_max,seed,risk_e,p_mission,risk_utilization,target_met,pass_count,fixed_over_policy_gain,mean_tau_seconds,min_tau_seconds,max_tau_seconds,observed_corrections,high_activity_events,relax_events,max_k_per_pass,p_cache_entries
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.7,600,0.7,0.523872574541,3.11809550119,21160646,0.00172654255213,0.00172505293495,0.171789537911,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.7,600,0.7,0.523184770752,3.53178660837,21160647,0.00997848613957,0.00992886622776,0.992851013639,true,6249489,5.04893760114,25.2446926461,1,600,309804,291666,270055,6,7
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.7,600,0.7,0.523184770752,3.53178660837,21160647,0.00179411356545,0.00179250510577,0.178512797144,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.7,600,0.7,0.525527249487,3.40228988472,21160648,0.00985567398427,0.00980726599109,0.980631307046,true,6263620,5.03754697763,25.1877387198,1,600,310179,292198,270287,9,9
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.7,600,0.7,0.525527249487,3.40228988472,21160648,0.00162853879235,0.00162721344261,0.162038245895,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.7,600,0.7,0.523884808411,4.05378180603,21160649,0.00985869394856,0.00981025633327,0.980931790964,true,6281068,5.02355331928,25.1177810844,1,600,310733,292703,271381,10,8
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.7,600,0.7,0.523884808411,4.05378180603,21160649,0.00159913766442,0.00159785972508,0.15911285829,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.7,600,0.7,0.524224883475,3.45377168945,21160650,0.00972883523322,0.00968166321592,0.968010957547,true,6249969,5.04854984081,25.242749204,1,600,309073,291369,269779,6,7
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.7,600,0.7,0.524224883475,3.45377168945,21160650,0.00165677934945,0.00165540764818,0.164848157673,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.75,600,0.75,0.554566515411,4.16355905797,21260621,0.0100378788945,0.0099876675338,0.998760543015,true,6255500,5.04408600432,25.2204404124,1,600,310063,291795,270224,9,9
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.75,600,0.75,0.554566515411,4.16355905797,21260621,0.00168824371443,0.00168681943263,0.167978835636,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.75,600,0.75,0.555515649936,3.88670917384,21260622,0.0100575087175,0.0100071011099,1.00071369396,false,6278270,5.02579213701,25.1289621185,1,600,310754,292523,271353,7,7
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.75,600,0.75,0.555515649936,3.88670917384,21260622,0.0017204817933,0.00171900261292,0.171186497484,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.75,600,0.75,0.554179272279,3.42737292472,21260623,0.00990248352138,0.00985361536981,0.985288816784,true,6249831,5.0486613158,25.2433180993,1,600,309573,291526,270044,6,7
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.75,600,0.75,0.554179272279,3.42737292472,21260623,0.00173505340495,0.00173354906995,0.172636360639,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.75,600,0.75,0.554704319813,3.56589520281,21260624,0.010130491309,0.0100793507207,1.00797540069,false,6238856,5.05754260076,25.2877160492,1,600,309921,291473,269858,6,7
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.75,600,0.75,0.554704319813,3.56589520281,21260624,0.00174756177955,0.00174603568258,0.173880933436,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.75,600,0.75,0.555298095993,3.57281744779,21260625,0.00994425980271,0.00989497913972,0.989445521788,true,6265368,5.03614153231,25.1807114921,1,600,310499,292428,270906,7,8
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.75,600,0.75,0.555298095993,3.57281744779,21260625,0.00178186309547,0.00178027651992,0.177293885642,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.75,600,0.75,0.556479109154,3.39862788032,21260626,0.00994425982084,0.00989497915767,0.989445523592,true,6266682,5.03508555245,25.1754284005,1,600,310670,292583,270776,9,9
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.75,600,0.75,0.556479109154,3.39862788032,21260626,0.00173311912022,0.00173161813653,0.172443900928,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.75,600,0.75,0.555270356797,3.64979870708,21260627,0.0100081825024,0.00995826730281,0.995805776868,true,6246221,5.05157918684,25.2579047395,1,600,310028,291808,269816,6,7
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.75,600,0.75,0.555270356797,3.64979870708,21260627,0.00168373038338,0.0016823137046,0.167529762978,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.75,600,0.75,0.555269987532,3.50721045748,21260628,0.00989392693903,0.00984514306449,0.984437444007,true,6240916,5.05587320836,25.2793838276,1,1200,309597,291557,269630,6,7
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.75,600,0.75,0.555269987532,3.50721045748,21260628,0.00165613458787,0.00165476395374,0.164784004436,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.75,600,0.75,0.555189160004,3.62530208955,21260629,0.0100645553549,0.0100140772063,1.00141482848,false,6260554,5.04001403071,25.2000747857,1,600,310518,292273,270512,12,9
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.75,600,0.75,0.555189160004,3.62530208955,21260629,0.00166503229764,0.00166364690038,0.165669319106,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.75,600,0.75,0.55555529916,3.71763987105,21260630,0.00989644358666,0.00984763493222,0.984687848338,true,6257856,5.04218697266,25.2109393377,1,600,310207,292180,270422,6,7
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.75,600,0.75,0.55555529916,3.71763987105,21260630,0.00165793992029,0.00165656629713,0.1649636335,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.75,600,0.75,0.557234653517,3.48483508643,21260631,0.0104350052053,0.0103807494223,1.03827427834,false,6244375,5.05307256531,25.2653660294,1,600,310505,291774,269945,14,10
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.75,600,0.75,0.557234653517,3.48483508643,21260631,0.00189250418217,0.00189071452528,0.188302581103,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.75,600,0.75,0.556418918576,3.36893479794,21260632,0.0100610319969,0.0100105891253,1.00106425731,false,6250482,5.04813548779,25.2406799988,1,600,310349,292054,270245,6,7
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.75,600,0.75,0.556418918576,3.36893479794,21260632,0.00176303605741,0.00176148282228,0.175420611123,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.75,600,0.75,0.556258186942,3.61267279469,21260633,0.00992714658947,0.00987803511638,0.987742771404,true,6231460,5.06354530078,25.3177441563,1,600,309315,291157,269554,6,7
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.75,600,0.75,0.556258186942,3.61267279469,21260633,0.0016048115663,0.00160352454479,0.159677406775,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.75,600,0.75,0.555429588867,3.36330931117,21260634,0.0100655619546,0.0100150737254,1.00151498431,false,6247223,5.05076895766,25.2538604753,1,600,309903,291582,270050,8,9
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.75,600,0.75,0.555429588867,3.36330931117,21260634,0.00169159647463,0.00169016653172,0.168312432469,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.75,600,0.75,0.554369573791,3.48301421273,21260635,0.0100841851358,0.0100335102223,1.00336797524,false,6259409,5.04093597335,25.2046841802,1,600,310307,292089,270485,6,7
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.75,600,0.75,0.554369573791,3.48301421273,21260635,0.00179695051639,0.00179533696744,0.178795071387,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.75,600,0.75,0.553966001496,3.37905140792,21260636,0.00989191365528,0.0098431495998,0.98423712396,true,6242291,5.05475954261,25.273801718,1,600,309395,291408,269766,9,9
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.75,600,0.75,0.553966001496,3.37905140792,21260636,0.00166825610552,0.0016668653398,0.165990085291,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.75,600,0.75,0.558443211491,3.5835413308,21260637,0.00992160998476,0.00987255318727,0.987191883871,true,6253851,5.04541601647,25.2270885571,1,600,309867,291736,270011,6,7
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.75,600,0.75,0.558443211491,3.5835413308,21260637,0.00171970807941,0.00171823022875,0.1711095136,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.75,600,0.75,0.555125636516,3.6715388045,21260638,0.00992362334104,0.00987454666458,0.987392211136,true,6240767,5.0559939187,25.2799702344,1,600,309760,291665,269963,10,9
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.75,600,0.75,0.555125636516,3.6715388045,21260638,0.00177141795792,0.00176984992315,0.176254603203,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.75,600,0.75,0.556175792338,3.44880689558,21260639,0.00983352751046,0.00978533647081,0.97842775145,true,6228965,5.06557349415,25.327872287,1,600,308865,290893,269387,7,7
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.75,600,0.75,0.556175792338,3.44880689558,21260639,0.00169907570893,0.00169763309695,0.169056610017,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.75,600,0.75,0.551124785246,3.73138635976,21260640,0.0102331703577,0.0101809896131,1.01819188004,false,6258015,5.04205886371,25.2102944784,1,600,310382,291897,270468,6,7
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.75,600,0.75,0.551124785246,3.73138635976,21260640,0.00189675960858,0.00189496189686,0.188725992467,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.75,600,0.75,0.558271349274,3.71058651987,21260641,0.0103353460791,0.0102821199179,1.02835827874,false,6240483,5.05622401343,25.2811242335,1,600,310189,291582,269694,7,8
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.75,600,0.75,0.558271349274,3.71058651987,21260641,0.00183602306798,0.00183433860869,0.182682757546,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.75,600,0.75,0.552545882322,3.42273664554,21260642,0.00988134370491,0.00983268363571,0.98318542275,true,6256371,5.04338377631,25.2169215988,1,600,310034,291948,270383,6,7
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.75,600,0.75,0.552545882322,3.42273664554,21260642,0.0016247991752,0.00162347990364,0.16166615712,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.75,600,0.75,0.556182460288,3.79943305235,21260643,0.0101596844626,0.0101082492045,1.01088009502,false,6230528,5.06430273646,25.3215176948,1,1200,309418,291069,269156,12,9
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.75,600,0.75,0.556182460288,3.79943305235,21260643,0.00171519474836,0.00171372464248,0.170660440941,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.75,600,0.75,0.553909448627,3.45301246847,21260644,0.00989845698455,0.0098496285009,0.984888179742,true,6272355,5.03053159459,25.152666901,1,600,310647,292683,271099,14,8
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.75,600,0.75,0.553909448627,3.45301246847,21260644,0.00165677934945,0.00165540764818,0.164848157673,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.75,600,0.75,0.554490208079,3.4141832101,21260645,0.01012596144,0.0100748664997,1.00752468252,false,6248579,5.04967289363,25.2483700694,1,600,309662,291442,269939,8,8
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.75,600,0.75,0.554490208079,3.4141832101,21260645,0.00185975029403,0.00185802203,0.185043596666,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.75,600,0.75,0.556784207215,3.3255942988,21260646,0.00987530378779,0.00982670308913,0.982584456056,true,6261126,5.03955358828,25.1977748092,1,600,310207,292201,270429,7,8
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.75,600,0.75,0.556784207215,3.3255942988,21260646,0.00167160886573,0.00167021250579,0.166323682123,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.75,600,0.75,0.553457946127,3.41768654926,21260647,0.0100816684492,0.0100310187838,1.00311756703,false,6257684,5.04232556326,25.2116330898,1,600,310317,291995,270503,6,7
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.75,600,0.75,0.553457946127,3.41768654926,21260647,0.0017638097713,0.00176225517299,0.175497595007,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.75,600,0.75,0.554090270783,3.67865649817,21260648,0.0101994473172,0.0101476093437,1.01483646576,false,6259425,5.04092308798,25.2046168777,1,600,310195,291673,270447,7,8
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.75,600,0.75,0.554090270783,3.67865649817,21260648,0.0017912766145,0.00178967323606,0.178230522901,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.75,600,0.75,0.558667587225,4.09716096328,21260649,0.0102407202931,0.0101884626545,1.01894309229,false,6247178,5.05080533963,25.2540305399,1,600,310129,291630,270154,7,8
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.75,600,0.75,0.558667587225,4.09716096328,21260649,0.00189430951458,0.0018925164427,0.188482210166,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.75,600,0.75,0.554517355636,3.59654700011,21260650,0.00990449683153,0.00985560883957,0.985489139458,true,6245559,5.05211463057,25.2605813187,1,600,309640,291576,269892,6,7
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.75,600,0.75,0.554517355636,3.59654700011,21260650,0.00175091453976,0.00174938258313,0.174214530268,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_900s_cv2_0.75,900,0.75,0.471965065339,2.70332659247,21360621,0.00959545316436,0.00954956369767,0.954739553406,true,6270365,5.03212811375,25.1606483833,1,600,309406,291867,270455,6,7
baseline_expected,always_tau_min_1s,burst_900s_cv2_0.75,900,0.75,0.471965065339,2.70332659247,21360621,0.00172035284098,0.00171887388227,0.171173666837,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_900s_cv2_0.75,900,0.75,0.47652162621,2.76793084512,21360622,0.00951039065089,0.00946530991073,0.946275904558,true,6277995,5.02601228577,25.1300692339,1,600,309892,292473,270998,7,8
baseline_expected,always_tau_min_1s,burst_900s_cv2_0.75,900,0.75,0.47652162621,2.76793084512,21360622,0.00162499260368,0.00162367301807,0.161685403091,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_900s_cv2_0.75,900,0.75,0.471179628307,2.58243213786,21360623,0.00971172243681,0.00966471595484,0.966308248637,true,6281210,5.02343975126,25.1172033732,1,600,309847,292419,270974,18,14
baseline_expected,always_tau_min_1s,burst_900s_cv2_0.75,900,0.75,0.471179628307,2.58243213786,21360623,0.00166832058168,0.00166692970848,0.165996500615,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_900s_cv2_0.75,900,0.75,0.475667352606,2.5495383186,21360624,0.00955116026287,0.0095056928025,0.950332446805,true,6284582,5.02074441864,25.1037394372,1,600,310025,292537,271147,7,8
baseline_expected,always_tau_min_1s,burst_900s_cv2_0.75,900,0.75,0.475667352606,2.5495383186,21360624,0.00162615317452,0.00162483170384,0.161800878918,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_900s_cv2_0.75,900,0.75,0.472144543606,2.68981194991,21360625,0.00940116836119,0.00935711553534,0.93540837821,true,6274335,5.02894410324,25.1447216319,1,600,309371,292123,270795,5,6
baseline_expected,always_tau_min_1s,burst_900s_cv2_0.75,900,0.75,0.472144543606,2.68981194991,21360625,0.00166928772405,0.00166789523822,0.16609273047,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_900s_cv2_0.75,900,0.75,0.472970358908,2.69102300652,21360626,0.00953505375578,0.00948973927044,0.948729862839,true,6292138,5.01471518902,25.0735883415,1,600,310715,293227,271397,8,9
baseline_expected,always_tau_min_1s,burst_900s_cv2_0.75,900,0.75,0.472970358908,2.69102300652,21360626,0.00156812463254,0.00156689576754,0.156027087592,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_900s_cv2_0.75,900,0.75,0.47384201398,2.7374387289,21360627,0.00949831078864,0.00945334431585,0.945073968382,true,6287994,5.01802005536,25.0901142717,1,600,310437,293075,271325,6,7
baseline_expected,always_tau_min_1s,burst_900s_cv2_0.75,900,0.75,0.47384201398,2.7374387289,21360627,0.00163949973917,0.00163815649366,0.163128850923,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_900s_cv2_0.75,900,0.75,0.474773009317,2.6992401083,21360628,0.00937650532723,0.00933268297495,0.932954426987,true,6293016,5.01401553722,25.0700822944,1,600,310207,293061,271575,11,9
baseline_expected,always_tau_min_1s,burst_900s_cv2_0.75,900,0.75,0.474773009317,2.6992401083,21360628,0.00169888228045,0.00169743999683,0.169037364046,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_900s_cv2_0.75,900,0.75,0.471801300422,2.6926032484,21360629,0.00981490486752,0.00976689588499,0.976574814075,true,6260033,5.04043349292,25.2021692218,1,600,309157,291569,270190,22,9
baseline_expected,always_tau_min_1s,burst_900s_cv2_0.75,900,0.75,0.471801300422,2.6926032484,21360629,0.00163949973917,0.00163815649366,0.163128850923,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_900s_cv2_0.75,900,0.75,0.47232452157,2.6620357277,21360630,0.00974192177974,0.00969462297811,0.969313057965,true,6286485,5.01922457462,25.0961300313,1,600,310580,292835,271366,10,8
baseline_expected,always_tau_min_1s,burst_900s_cv2_0.75,900,0.75,0.47232452157,2.6620357277,21360630,0.00177509309891,0.00177351855295,0.176620276654,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_900s_cv2_0.75,900,0.75,0.472643774749,2.75562539662,21360631,0.00946710441795,0.0094224324674,0.941968960634,true,6285484,5.02002391542,25.1001208499,1,600,309748,292442,271160,8,8
baseline_expected,always_tau_min_1s,burst_900s_cv2_0.75,900,0.75,0.472643774749,2.75562539662,21360631,0.00169443342557,0.00169299868373,0.168594706711,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_900s_cv2_0.75,900,0.75,0.472780311515,2.62505588485,21360632,0.00959394320928,0.00954806816088,0.954589314141,true,6288659,5.01748942024,25.0874504405,1,600,310426,292925,271416,7,8
baseline_expected,always_tau_min_1s,burst_900s_cv2_0.75,900,0.75,0.472780311515,2.62505588485,21360632,0.00166039001428,0.00165901232938,0.1652074158,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_900s_cv2_0.75,900,0.75,0.473608387599,2.74657336467,21360633,0.00955971687696,0.00951416804378,0.95118382274,true,6261685,5.03910369174,25.1955189378,1,600,309518,292090,270207,9,9
baseline_expected,always_tau_min_1s,burst_900s_cv2_0.75,900,0.75,0.473608387599,2.74657336467,21360633,0.00160178118689,0.00160049902008,0.159375886561,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_900s_cv2_0.75,900,0.75,0.474498004481,2.81675079161,21360634,0.00957431337109,0.0095286255589,0.952636161681,true,6274862,5.02852174279,25.1426146105,1,600,310156,292631,270778,9,8
baseline_expected,always_tau_min_1s,burst_900s_cv2_0.75,900,0.75,0.474498004481,2.81675079161,21360634,0.00162151089116,0.00162019695266,0.161338975612,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_900s_cv2_0.75,900,0.75,0.474614672177,2.64952474292,21360635,0.00937751194404,0.00933368019682,0.933054584516,true,6279469,5.0248325137,25.1241780157,1,600,309615,292445,270888,7,7
baseline_expected,always_tau_min_1s,burst_900s_cv2_0.75,900,0.75,0.474614672177,2.64952474292,21360635,0.00152286236981,0.0015217034033,0.151523530358,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_900s_cv2_0.75,900,0.75,0.473253476967,2.76182278227,21360636,0.00944294468839,0.00939850009217,0.939565087778,true,6279700,5.02464767425,25.1232546141,1,600,309639,292409,270969,10,9
baseline_expected,always_tau_min_1s,burst_900s_cv2_0.75,900,0.75,0.473253476967,2.76182278227,21360636,0.00158804776529,0.00158678748465,0.158009422614,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_900s_cv2_0.75,900,0.75,0.471070749398,2.73438760504,21360637,0.00945552786811,0.00941096493044,0.940817103621,true,6267701,5.03426695051,25.171336029,1,600,309406,292126,270536,7,8
baseline_expected,always_tau_min_1s,burst_900s_cv2_0.75,900,0.75,0.471070749398,2.73438760504,21360637,0.00162383203284,0.00162251433094,0.161569927265,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_900s_cv2_0.75,900,0.75,0.475332465248,2.71642470091,21360638,0.00932466247701,0.00928132262629,0.927796106809,true,6278105,5.02592422395,25.1296271725,1,1200,309564,292492,270990,9,8
baseline_expected,always_tau_min_1s,burst_900s_cv2_0.75,900,0.75,0.475332465248,2.71642470091,21360638,0.00157586177147,0.00157462075329,0.156796926436,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_900s_cv2_0.75,900,0.75,0.47154249647,2.74032224615,21360639,0.00948472095078,0.00943988285594,0.943721790897,true,6271786,5.03098798333,25.1549863149,1,600,309626,292263,270596,11,10
baseline_expected,always_tau_min_1s,burst_900s_cv2_0.75,900,0.75,0.47154249647,2.74032224615,21360639,0.00154588035812,0.00154468610055,0.153813800917,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_900s_cv2_0.75,900,0.75,0.473351613873,2.78346773445,21360640,0.0094761643295,0.0094314069719,0.942870414246,true,6321704,4.99126184965,24.9563122538,1,600,311486,294147,272736,9,7
baseline_expected,always_tau_min_1s,burst_900s_cv2_0.75,900,0.75,0.473351613873,2.78346773445,21360640,0.00159056233544,0.00158929806156,0.158259620238,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_900s_cv2_0.75,900,0.75,0.478247721204,2.74472442926,21360641,0.00962565294358,0.00957947463053,0.957744406146,true,6262644,5.03833205272,25.1916602636,1,600,309214,291749,270167,9,10
baseline_expected,always_tau_min_1s,burst_900s_cv2_0.75,900,0.75,0.478247721204,2.74472442926,21360641,0.00169249914084,0.00169106767187,0.168402247,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_900s_cv2_0.75,900,0.75,0.474585660074,2.91219268236,21360642,0.00953757040235,0.00949223203155,0.948980267065,true,6282484,5.02242106785,25.112142904,1,600,310060,292640,271049,6,7
baseline_expected,always_tau_min_1s,burst_900s_cv2_0.75,900,0.75,0.474585660074,2.91219268236,21360642,0.00164278802322,0.00164143938558,0.163456032431,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_900s_cv2_0.75,900,0.75,0.476359690551,2.66893801755,21360643,0.00957733335779,0.00953161676476,0.952936647829,true,6267777,5.03420590745,25.1710395887,1,600,309540,292062,270619,7,8
baseline_expected,always_tau_min_1s,burst_900s_cv2_0.75,900,0.75,0.476359690551,2.66893801755,21360643,0.00165980972886,0.0016584330065,0.165149677887,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_900s_cv2_0.75,900,0.75,0.473039596359,2.71089170209,21360644,0.00953404708431,0.00948874215151,0.948629699871,true,6267931,5.03408221948,25.170415405,1,600,309445,291969,270435,7,8
baseline_expected,always_tau_min_1s,burst_900s_cv2_0.75,900,0.75,0.473039596359,2.71089170209,21360644,0.00159404404796,0.00159277423455,0.158606047718,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_900s_cv2_0.75,900,0.75,0.471992703638,2.80163003508,21360645,0.0093493255427,0.00930575648481,0.93025006119,true,6277853,5.02612597014,25.1306317622,1,600,309583,292400,270593,7,8
baseline_expected,always_tau_min_1s,burst_900s_cv2_0.75,900,0.75,0.471992703638,2.80163003508,21360645,0.00152731122469,0.00152614547846,0.151966187693,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_900s_cv2_0.75,900,0.75,0.479410926956,2.69180926538,21360646,0.00940418840283,0.00936010731358,0.935708869823,true,6296353,5.01135816242,25.0567912885,1,600,310324,293156,271496,12,7
baseline_expected,always_tau_min_1s,burst_900s_cv2_0.75,900,0.75,0.479410926956,2.69180926538,21360646,0.00163756545444,0.00163622537572,0.162936391212,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_900s_cv2_0.75,900,0.75,0.476273997218,2.61652934177,21360647,0.00949579414289,0.00945085145768,0.944823564237,true,6270477,5.0320382325,25.1601954684,1,600,309631,292317,270536,6,7
baseline_expected,always_tau_min_1s,burst_900s_cv2_0.75,900,0.75,0.476273997218,2.61652934177,21360647,0.00166251772749,0.00166113651043,0.165419121482,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_900s_cv2_0.75,900,0.75,0.475345761616,2.70039050189,21360648,0.00954159703118,0.00949622043066,0.949380913261,true,6279883,5.02450125265,25.1225102442,1,600,310088,292628,270929,8,9
baseline_expected,always_tau_min_1s,burst_900s_cv2_0.75,900,0.75,0.475345761616,2.70039050189,21360648,0.00154955549911,0.00154835555786,0.154179474368,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_900s_cv2_0.75,900,0.75,0.475232494249,2.69800542584,21360649,0.00946106447282,0.00941644941519,0.941367991153,true,6270891,5.03170602072,25.1585304226,1,600,309295,291990,270488,9,7
baseline_expected,always_tau_min_1s,burst_900s_cv2_0.75,900,0.75,0.475232494249,2.69800542584,21360649,0.00159327033407,0.00159200175271,0.158529063833,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_900s_cv2_0.75,900,0.75,0.473115247086,2.70550350544,21360650,0.00941375157557,0.00936958092871,0.936660397503,true,6279347,5.02493014003,25.1246529297,1,600,309817,292541,271188,6,7
baseline_expected,always_tau_min_1s,burst_900s_cv2_0.75,900,0.75,0.473115247086,2.70550350544,21360650,0.00156657720476,0.00156535076321,0.155873119823,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_900s_cv2_0.85,900,0.85,0.52576952489,2.72337248723,21460621,0.00991506677684,0.00986607455632,0.986540840163,true,6266470,5.03525589367,25.1762839366,1,600,310219,292220,270611,7,8
