kind,policy,scenario,burst_duration_seconds,rate_cv2,achieved_rate_cv2_mean,achieved_rate_cv2_max,seed,risk_e,p_mission,risk_utilization,target_met,pass_count,fixed_over_policy_gain,mean_tau_seconds,min_tau_seconds,max_tau_seconds,observed_corrections,high_activity_events,relax_events,max_k_per_pass,p_cache_entries
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.7,300,0.7,0.60741036623,3.89235174292,20660624,0.00178947128209,0.00178787113297,0.178050893838,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.7,300,0.7,0.609726224131,3.86993153498,20660625,0.0103907121196,0.0103369151612,1.0338671534,false,6239537,5.05699060684,25.2849536752,1,600,309699,290778,269528,8,9
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.7,300,0.7,0.609726224131,3.86993153498,20660625,0.00179211480456,0.00179050992567,0.178313922109,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.7,300,0.7,0.606326310972,3.887361629,20660626,0.0103096762488,0.0102567137018,1.02580415213,false,6250328,5.04825986732,25.2413066962,1,1200,309982,291245,269862,8,8
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.7,300,0.7,0.606326310972,3.887361629,20660626,0.0017021705645,0.00170072269381,0.169364545555,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.7,300,0.7,0.606183303154,3.84459179659,20660627,0.0104767812899,0.0104220909762,1.04243096376,false,6245823,5.05190108653,25.2595062332,1,600,310318,291273,269883,9,9
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.7,300,0.7,0.606183303154,3.84459179659,20660627,0.0017392443552,0.00173773274622,0.173053356679,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.7,300,0.7,0.606913409504,3.86651227491,20660628,0.0104480915913,0.0103936998771,1.03957636278,false,6246619,5.05125732816,25.2562880816,1,600,309774,290821,269646,9,10
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.7,300,0.7,0.606913409504,3.86651227491,20660628,0.00179520966013,0.00179359923509,0.178621857647,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.7,300,0.7,0.606227928706,3.70840512538,20660629,0.0103433992797,0.0102900902824,1.02915956546,false,6250314,5.04827117486,25.2413561943,1,600,309797,291062,269923,8,8
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.7,300,0.7,0.606227928706,3.70840512538,20660629,0.00178921337746,0.0017876136894,0.178025232543,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.7,300,0.7,0.608240049457,4.49388055131,20660630,0.0104254418264,0.0103712852732,1.03732273015,false,6243321,5.05392562708,25.2696300575,1,600,309689,290839,269615,7,8
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.7,300,0.7,0.608240049457,4.49388055131,20660630,0.00179720842102,0.00179559440901,0.178820732681,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.7,300,0.7,0.605239362655,4.02847566006,20660631,0.0104762779721,0.010421592904,1.04238088406,false,6254154,5.04517157716,25.2258582056,1,600,310849,291875,270036,6,7
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.7,300,0.7,0.605239362655,4.02847566006,20660631,0.00168824371443,0.00168681943263,0.167978835636,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.7,300,0.7,0.607341246017,4.16462076924,20660632,0.0104888611878,0.0104340449042,1.04363290349,false,6241972,5.05501786935,25.2750896672,1,600,310188,291175,269668,7,8
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.7,300,0.7,0.607341246017,4.16462076924,20660632,0.0017667111984,0.00176515148283,0.175786284574,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.7,300,0.7,0.604572913957,3.97740469179,20660633,0.0104299718301,0.0103757682847,1.03777346172,false,6252552,5.04646422773,25.2323238575,1,600,310179,291412,270251,9,9
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.7,300,0.7,0.604572913957,3.97740469179,20660633,0.00188083399761,0.00187906633775,0.187141407514,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.7,300,0.7,0.603676849073,3.70271741941,20660634,0.0104274550758,0.0103732776405,1.03752304677,false,6229555,5.06509373462,25.325474131,1,600,309487,290489,269064,6,7
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.7,300,0.7,0.603676849073,3.70271741941,20660634,0.00178057357232,0.00177898929164,0.177165579168,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.7,300,0.7,0.605613415777,4.05634578744,20660635,0.0100867017367,0.0100360015698,1.00361837492,false,6244824,5.05270925169,25.2635549056,1,600,309737,291354,269490,7,8
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.7,300,0.7,0.605613415777,4.05634578744,20660635,0.00166084134738,0.00165946291362,0.165252323066,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.7,300,0.7,0.608044760559,3.55741709576,20660636,0.0102689066328,0.0102163614255,1.02174760948,false,6264623,5.03674043913,25.1837068248,1,1200,310773,292068,270420,9,7
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.7,300,0.7,0.608044760559,3.55741709576,20660636,0.00177767214522,0.00177609302195,0.176876889602,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.7,300,0.7,0.606779296407,3.47097196896,20660637,0.0103866854963,0.0103329301528,1.03346650776,false,6251714,5.04714067214,25.2357071997,1,600,310172,291303,269808,7,8
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.7,300,0.7,0.606779296407,3.47097196896,20660637,0.00173460207185,0.00173309851915,0.172591453373,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.7,300,0.7,0.606303569703,3.45450846411,20660638,0.0103086695848,0.0102557173624,1.0257039899,false,6244853,5.0526857878,25.2634303802,1,600,309989,291263,269597,6,7
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.7,300,0.7,0.606303569703,3.45450846411,20660638,0.00174556301866,0.0017440404096,0.173682058401,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.7,300,0.7,0.607941463255,4.11869140462,20660639,0.0105673804291,0.0105117418218,1.05144550223,false,6230713,5.06415236908,25.3207732406,1,600,309516,290360,269076,8,7
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.7,300,0.7,0.607941463255,4.11869140462,20660639,0.00177638262207,0.00177480578828,0.176748583128,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.7,300,0.7,0.606307816609,3.21123776866,20660640,0.010372592317,0.010318982499,1.03206424822,false,6242071,5.05493769616,25.2746916849,1,600,309899,291075,269508,8,9
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.7,300,0.7,0.606307816609,3.21123776866,20660640,0.00176277815278,0.00176122537191,0.175394949828,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.7,300,0.7,0.606015856041,3.80696216422,20660641,0.0102382036065,0.0101859716059,1.01869268408,false,6257036,5.0428477637,25.2142418551,1,600,310136,291542,270240,6,7
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.7,300,0.7,0.606015856041,3.80696216422,20660641,0.00175981224952,0.00175826468789,0.175099844938,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.7,300,0.7,0.607602267447,4.02826394595,20660642,0.0104511115359,0.0103966884287,1.03987684474,false,6240357,5.05632610442,25.2816391755,1,600,309983,291019,269574,6,7
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.7,300,0.7,0.607602267447,4.02826394595,20660642,0.00173885749826,0.00173734656145,0.173014864737,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.7,300,0.7,0.6061756187,4.27910269408,20660643,0.0105537905664,0.0104982947209,1.05009332228,false,6237400,5.05872318594,25.2936194568,1,600,309721,290617,269597,7,8
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.7,300,0.7,0.6061756187,4.27910269408,20660643,0.00193924939653,0.00193737026732,0.192953690782,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.7,300,0.7,0.605358270115,2.88577785284,20660644,0.0104626880892,0.0104081445579,1.04102870209,false,6228252,5.06615339264,25.3307724222,1,600,309677,290670,269031,6,7
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.7,300,0.7,0.605358270115,2.88577785284,20660644,0.00174807758881,0.00174655059109,0.173932256026,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.7,300,0.7,0.604517448672,3.29102398975,20660645,0.0102724299069,0.0102198486984,1.0220981723,false,6252589,5.04643436503,25.2321729447,1,600,310190,291459,270040,6,7
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.7,300,0.7,0.604517448672,3.29102398975,20660645,0.00173743902279,0.00173593054936,0.172873727616,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.7,300,0.7,0.608224210882,3.65620958968,20660646,0.0104108452523,0.0103568399789,1.03587038324,false,6249011,5.049323805,25.2466270263,1,600,310404,291479,269958,6,7
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.7,300,0.7,0.608224210882,3.65620958968,20660646,0.00170042970824,0.00169898479675,0.169191331815,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.7,300,0.7,0.603458489008,3.34282663767,20660647,0.0106831460011,0.0106262838659,1.06296407969,false,6234578,5.06101295068,25.3050666781,1,600,310008,290731,269299,7,8
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.7,300,0.7,0.603458489008,3.34282663767,20660647,0.00196987557146,0.00196793663994,0.196000969537,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.7,300,0.7,0.606947566063,3.66121488264,20660648,0.0104843312511,0.0104295622229,1.04318217858,false,6237991,5.05824391218,25.2912208434,1,600,309809,290836,269432,8,9
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.7,300,0.7,0.606947566063,3.66121488264,20660648,0.00178108938158,0.00177950418315,0.177216901758,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.7,300,0.7,0.606167340027,3.75672296927,20660649,0.0105125178509,0.0104574544556,1.04598672165,false,6223690,5.06986691175,25.3493440387,1,600,309417,290531,268732,15,9
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.7,300,0.7,0.606167340027,3.75672296927,20660649,0.00178992261519,0.00178832165905,0.178095801104,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.7,300,0.7,0.605710339952,3.9650911821,20660650,0.0103272927467,0.0102741493587,1.02755697892,false,6249001,5.04933188521,25.2466607062,1,600,310230,291466,269763,7,8
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.7,300,0.7,0.605710339952,3.9650911821,20660650,0.0017042982777,0.0017028467861,0.169576251237,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.75,300,0.75,0.647722255407,4.26198048345,20760621,0.0108306212491,0.0107721812416,1.07763774335,false,6234591,5.06100239775,25.3050129511,1,600,310381,290934,269520,7,8
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.75,300,0.75,0.647722255407,4.26198048345,20760621,0.00186045953177,0.0018587299497,0.185114165226,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.75,300,0.75,0.645994224587,5.64832838172,20760622,0.0108130047074,0.010754754315,1.07588491221,false,6201804,5.08775833612,25.438794583,1,600,309389,289833,268095,7,8
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.75,300,0.75,0.645994224587,5.64832838172,20760622,0.00184769325253,0.0018459873182,0.183843931135,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.75,300,0.75,0.647224108761,3.93933645424,20760623,0.0107324722251,0.0106750847318,1.06787199766,false,6231763,5.06329910171,25.3164955086,1,600,310179,290901,269439,10,8
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.75,300,0.75,0.647224108761,3.93933645424,20760623,0.00179501623165,0.00179340615353,0.178602611676,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.75,300,0.75,0.646581922054,4.33251542835,20760624,0.0107057957826,0.0106486927105,1.06521771398,false,6221641,5.071536593,25.3576863403,1,600,309570,290270,268823,9,9
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.75,300,0.75,0.646581922054,4.33251542835,20760624,0.00186020162714,0.00185847252441,0.185088503932,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.75,300,0.75,0.646555179038,3.8144829314,20760625,0.0108421977797,0.0107836330014,1.07878959845,false,6254091,5.04522239923,25.2261196711,1,600,311070,291543,270068,6,7
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.75,300,0.75,0.646555179038,3.8144829314,20760625,0.00194892082019,0.00194702290717,0.193915989336,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.75,300,0.75,0.646386718187,3.7579831851,20760626,0.0106529462411,0.0105964045659,1.05995922886,false,6228443,5.06599803514,25.3299909785,1,600,310200,290884,269145,7,8
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.75,300,0.75,0.646386718187,3.7579831851,20760626,0.00181287612735,0.00181123385998,0.180379656339,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.75,300,0.75,0.645327281093,4.76960498973,20760627,0.0105477506464,0.0104923181916,1.04949235529,false,6226258,5.06777586152,25.3388847683,1,600,309482,290410,268991,8,9
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.75,300,0.75,0.645327281093,4.76960498973,20760627,0.00180662194005,0.00180499098095,0.179757369941,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.75,300,0.75,0.645019863844,3.86613302028,20760628,0.0107893482799,0.0107313520297,1.07353111748,false,6239243,5.0572288978,25.2861590741,1,600,310440,290941,269667,7,8
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.75,300,0.75,0.645019863844,3.86613302028,20760628,0.00186510181512,0.00186336359355,0.185576068532,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.75,300,0.75,0.646467197599,3.98345471358,20760629,0.0107118356853,0.0106546682781,1.06581867924,false,6220319,5.07261444309,25.3630812182,1,600,309749,290355,268645,7,8
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.75,300,0.75,0.646467197599,3.98345471358,20760629,0.00170223504066,0.00170078706031,0.169370960878,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.75,300,0.75,0.645379409754,3.85731738862,20760630,0.0108014281819,0.0107433022258,1.07473305761,false,6238755,5.05762447796,25.2881284808,1,600,310313,290858,269824,7,8
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.75,300,0.75,0.645379409754,3.85731738862,20760630,0.00198115889907,0.00197919769914,0.197123651184,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.75,300,0.75,0.645088869983,4.25709330715,20760631,0.010411851891,0.0103578361914,1.03597054295,false,6232038,5.06307567444,25.3153790141,1,600,309505,290543,269230,6,7
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.75,300,0.75,0.645088869983,4.25709330715,20760631,0.00181068393799,0.00180904563879,0.180161535334,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.75,300,0.75,0.647278476635,3.82041637625,20760632,0.0103952420923,0.0103413982978,1.03431788189,false,6229295,5.06530514288,25.326528925,1,600,309451,290593,269274,7,8
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.75,300,0.75,0.647278476635,3.82041637625,20760632,0.00177844585911,0.00177686536136,0.176953873486,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.75,300,0.75,0.648874615865,3.80172145645,20760633,0.0104933911352,0.0104385275757,1.04408362946,false,6226335,5.06771318922,25.3385689977,1,600,309531,290514,269253,7,8
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.75,300,0.75,0.648874615865,3.80172145645,20760633,0.00181635783987,0.00181470926025,0.180726083819,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.75,300,0.75,0.647726113413,4.06777377798,20760634,0.0105950634756,0.0105391334921,1.05419994218,false,6223050,5.07038831441,25.3519438218,1,600,309526,290344,268921,6,7
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.75,300,0.75,0.647726113413,4.06777377798,20760634,0.0018532382021,0.00185152201651,0.184395648973,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.75,300,0.75,0.649793809531,3.50292564977,20760635,0.0108321312228,0.0107736749485,1.07778798447,false,6221839,5.07137519952,25.3568766405,1,600,309920,290379,268887,9,9
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.75,300,0.75,0.649793809531,3.50292564977,20760635,0.00188947380275,0.00188768987087,0.188001060889,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.75,300,0.75,0.645789501413,3.71025865666,20760636,0.0106539529814,0.0105974006378,1.06005939868,false,6245195,5.05240909211,25.26205779,1,600,310757,291565,270054,8,9
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.75,300,0.75,0.645789501413,3.71025865666,20760636,0.00197916013818,0.0019772028922,0.196924776149,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.75,300,0.75,0.649581965218,3.79396355638,20760637,0.010616203294,0.010560050294,1.0563033364,false,6228499,5.06595248711,25.3297632383,1,600,309874,290645,269125,9,8
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.75,300,0.75,0.649581965218,3.79396355638,20760637,0.00177051529171,0.00176894885411,0.176164788672,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.75,300,0.75,0.645797435373,4.20357684857,20760638,0.0107073057827,0.01065018663,1.06536795773,false,6225773,5.06817065126,25.3408657849,1,600,310060,290808,269261,9,9
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.75,300,0.75,0.645797435373,4.20357684857,20760638,0.00182080669475,0.00181915003188,0.181168741154,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.75,300,0.75,0.646584406111,4.19164309241,20760639,0.0107007625196,0.0106437130327,1.06471690852,false,6202241,5.08739986079,25.4370072043,1,600,308871,289592,268217,10,8
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.75,300,0.75,0.646584406111,4.19164309241,20760639,0.00184853144258,0.00184682396061,0.183927330343,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.75,300,0.75,0.646621057934,3.72169364756,20760640,0.0108150180312,0.0107567459839,1.07608523624,false,6221103,5.07197517868,25.3598860202,1,600,309850,290296,268879,9,9
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.75,300,0.75,0.646621057934,3.72169364756,20760640,0.0019110733156,0.0019092483777,0.190150194327,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.75,300,0.75,0.647460955645,4.64042007874,20760641,0.0107460620709,0.0106885294135,1.06922417595,false,6214110,5.07768288621,25.3884179714,1,600,309379,290048,268433,7,8
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.75,300,0.75,0.647460955645,4.64042007874,20760641,0.00185555934378,0.00185383885786,0.184626600626,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.75,300,0.75,0.647685505169,3.79665472484,20760642,0.0106625095251,0.0106058664682,1.06091076761,false,6239488,5.05703032044,25.285164584,1,600,310212,291000,269487,6,7
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.75,300,0.75,0.647685505169,3.79665472484,20760642,0.00189650170395,0.00189470448091,0.188700331172,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.75,300,0.75,0.646193091043,3.56800555624,20760643,0.0106942192023,0.0106372393394,1.06406585394,false,6225628,5.06828869312,25.3414500513,1,600,310122,290794,268992,7,8
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.75,300,0.75,0.646193091043,3.56800555624,20760643,0.00181616441139,0.00181451618278,0.180706837848,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.75,300,0.75,0.645492097968,3.47842901384,20760644,0.0104289650882,0.0103747719881,1.03767329174,false,6230768,5.06410766698,25.3205514954,1,600,309706,290776,269148,7,8
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.75,300,0.75,0.645492097968,3.47842901384,20760644,0.00182306336027,0.00182140258965,0.181393277483,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.75,300,0.75,0.646105713076,3.48431282988,20760645,0.0105714070699,0.0105157261276,1.05184614963,false,6249180,5.04918725337,25.2459409074,1,600,310391,291277,270026,7,8
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.75,300,0.75,0.646105713076,3.48431282988,20760645,0.00181261822272,0.00181097642244,0.180353995045,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.75,300,0.75,0.6439709405,3.54594934964,20760646,0.0108406879369,0.0107821394391,1.07863937036,false,6242821,5.05433040608,25.2716521906,1,600,310606,291129,269556,16,10
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.75,300,0.75,0.6439709405,3.54594934964,20760646,0.00175497653769,0.00175343746685,0.174618695661,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.75,300,0.75,0.647363987053,3.77487187622,20760647,0.0105578171956,0.0105022790692,1.0504939685,false,6211438,5.07986717407,25.3993471399,1,600,309186,290067,268509,8,9
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.75,300,0.75,0.647363987053,3.77487187622,20760647,0.00173531130958,0.00173380652746,0.172662021934,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.75,300,0.75,0.64626950909,3.87608081118,20760648,0.0105578172494,0.0105022791225,1.05049397387,false,6220731,5.07227848303,25.3614010958,1,600,309225,290188,268851,11,9
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.75,300,0.75,0.64626950909,3.87608081118,20760648,0.00184982096574,0.00184811110141,0.184055636817,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.75,300,0.75,0.64638642139,4.12699832493,20760649,0.0106373431126,0.010580966654,1.05840673064,false,6216193,5.07598139247,25.3799159711,1,600,309195,290026,268427,7,8
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.75,300,0.75,0.64638642139,4.12699832493,20760649,0.00188186561614,0.00188009601726,0.187244052693,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_300s_cv2_0.75,300,0.75,0.649001117827,3.65472888498,20760650,0.0108784374515,0.0108194812283,1.08239541544,false,6229678,5.06499372841,25.3249731367,1,600,310421,290835,269254,10,9
baseline_expected,always_tau_min_1s,burst_300s_cv2_0.75,300,0.75,0.649001117827,3.65472888498,20760650,0.00185987924635,0.00185815074271,0.185056427313,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.5,600,0.5,0.384903583364,3.26279538628,20860621,0.00886613020908,0.00882694197815,0.882172530184,true,6312811,4.9982931534,24.9914694104,1,600,309712,293321,272166,6,7
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.5,600,0.5,0.384903583364,3.26279538628,20860621,0.00147534344155,0.00147425565743,0.146795436795,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.5,600,0.5,0.385808008181,2.62404233879,20860622,0.00916007407986,0.00911824840746,0.911419699141,true,6310367,5.00022898827,25.0011455752,1,600,310050,293284,272187,8,9
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.5,600,0.5,0.385808008181,2.62404233879,20860622,0.00165162125683,0.00165025808102,0.164334931778,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.5,600,0.5,0.383283103193,2.65947308676,20860623,0.00892652960938,0.00888680642854,0.888182219928,true,6320983,4.99183117563,24.9591563527,1,600,310365,293838,272457,6,7
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.5,600,0.5,0.383283103193,2.65947308676,20860623,0.00151003161442,0.00150889209032,0.150246880943,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.5,600,0.5,0.384413677293,2.53229277813,20860624,0.0089139464142,0.00887433497931,0.886930202546,true,6320802,4.99197411974,24.9599023985,1,600,310120,293664,272471,7,7
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.5,600,0.5,0.384413677293,2.53229277813,20860624,0.00147392496608,0.00147283927215,0.146654299673,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.5,600,0.5,0.381865115961,2.62789244965,20860625,0.00895672931927,0.00891673730749,0.891187065768,true,6337361,4.97893050435,24.8946552043,1,600,311164,294593,273267,6,7
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.5,600,0.5,0.381865115961,2.62789244965,20860625,0.0015590334943,0.0015578188329,0.155122526951,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.5,600,0.5,0.384657614599,2.60527483446,20860626,0.00911427117423,0.0090728621047,0.906862348391,true,6332413,4.98282092466,24.914105255,1,600,310799,294103,273095,6,7
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.5,600,0.5,0.384657614599,2.60527483446,20860626,0.00155348854474,0.00155228250601,0.154570809113,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.5,600,0.5,0.383622482575,2.63600066672,20860627,0.00879868420338,0.00876008905997,0.875461709104,true,6303390,5.00576356532,25.0288189371,1,600,309079,292801,271866,8,7
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.5,600,0.5,0.383622482575,2.63600066672,20860627,0.00147521448923,0.00147412689522,0.146782606147,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.5,600,0.5,0.384424593325,2.42063032695,20860628,0.00914900081628,0.00910727605191,0.910317918689,true,6330584,4.98426053584,24.9213112092,1,600,310644,293843,272933,6,7
baseline_expected,always_tau_min_1s,burst_600s_cv2_0.5,600,0.5,0.384424593325,2.42063032695,20860628,0.00162905460162,0.00162772841241,0.162089568484,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_600s_cv2_0.5,600,0.5,0.384830185388,2.88120762448,20860629,0.00902367204484,0.00898308090173,0.897847810896,true,6306263,5.00348304535,25.0174152267,1,1200,309721,293120,271961,8,8
