kind,policy,scenario,burst_duration_seconds,rate_cv2,seed,risk_e,p_mission,risk_utilization,target_met,pass_count,fixed_over_policy_gain,mean_tau_seconds,min_tau_seconds,max_tau_seconds,observed_corrections,high_activity_events,relax_events,max_k_per_pass,p_cache_entries
policy,measured_q16_high1_max3600,burst_1800s_cv2_0.25,1800,0.25,21960625,0.00751519664596,0.00748702816371,0.747755772097,true,6421310,4.91383845352,24.5691936692,1,600,309961,295849,275552,5,6
baseline_expected,always_tau_min_1s,burst_1800s_cv2_0.25,1800,0.25,21960625,0.00126192735941,0.0012611314639,0.125560715363,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_1800s_cv2_0.5,1800,0.5,22060621,0.00784085015877,0.0078101908771,0.780158023877,true,6384065,4.94250606784,24.7125405208,1,600,309871,295233,274373,5,6
baseline_expected,always_tau_min_1s,burst_1800s_cv2_0.5,1800,0.5,22060621,0.00129248905818,0.00129165415394,0.128601578795,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_1800s_cv2_0.5,1800,0.5,22060622,0.00796819226943,0.00793653037724,0.792828457236,true,6352778,4.9668475744,24.8342460574,1,600,308627,293798,273255,5,6
baseline_expected,always_tau_min_1s,burst_1800s_cv2_0.5,1800,0.5,22060622,0.00137953187114,0.00137858075446,0.137262265784,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_1800s_cv2_0.5,1800,0.5,22060623,0.00817556411061,0.00814223507608,0.813461781754,true,6364054,4.95804718187,24.7902373236,1,600,309432,294499,273747,23,9
baseline_expected,always_tau_min_1s,burst_1800s_cv2_0.5,1800,0.5,22060623,0.00137798444335,0.00137703545873,0.137108298015,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_1800s_cv2_0.5,1800,0.5,22060624,0.00787205649825,0.00784115300601,0.78326302852,true,6383459,4.94297527406,24.7148806,1,600,310054,295287,274506,5,6
baseline_expected,always_tau_min_1s,burst_1800s_cv2_0.5,1800,0.5,22060624,0.0013118319055,0.00131097183016,0.130526175904,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_1800s_cv2_0.5,1800,0.5,22060625,0.00791483943613,0.00788359956832,0.787519895006,true,6389136,4.93858324506,24.69291826,1,600,310110,295326,274668,6,7
baseline_expected,always_tau_min_1s,burst_1800s_cv2_0.5,1800,0.5,22060625,0.00128745991788,0.00128663149691,0.128101183547,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_1800s_cv2_0.75,1800,0.75,22160621,0.00845088424851,0.00841527590415,0.840855904886,true,6329761,4.98490859292,24.9245570251,1,600,309520,293843,272472,7,8
baseline_expected,always_tau_min_1s,burst_1800s_cv2_0.75,1800,0.75,22160621,0.00135786788213,0.00135694639667,0.135106717022,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_1800s_cv2_0.75,1800,0.75,22160622,0.00837991492503,0.00834490130993,0.833794516639,true,6384450,4.94220802105,24.7110429246,1,600,311635,296027,274938,7,8
baseline_expected,always_tau_min_1s,burst_1800s_cv2_0.75,1800,0.75,22160622,0.00137527644473,0.00137433118546,0.13683885442,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_1800s_cv2_0.75,1800,0.75,22160623,0.00849870046483,0.00846268860026,0.845613578363,true,6356183,4.96418683981,24.8209521343,1,600,310467,294744,273876,7,8
baseline_expected,always_tau_min_1s,burst_1800s_cv2_0.75,1800,0.75,22160623,0.00136908673358,0.0013681499619,0.136222983345,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_1800s_cv2_0.75,1800,0.75,22160624,0.00855607989897,0.00851958081788,0.851322784003,true,6353379,4.9663777338,24.8318922891,1,600,311019,295180,273503,7,8
baseline_expected,always_tau_min_1s,burst_1800s_cv2_0.75,1800,0.75,22160624,0.00146850896883,0.00146743123715,0.146115412483,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_1800s_cv2_0.75,1800,0.75,22160625,0.0085208469029,0.00848464737677,0.847817130403,true,6338533,4.97800989598,24.8900632055,1,1200,309839,294073,273029,7,7
baseline_expected,always_tau_min_1s,burst_1800s_cv2_0.75,1800,0.75,22160625,0.001438334127,0.00143730022023,0.143113040994,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_1800s_cv2_1,1800,1,22260621,0.00891998645027,0.008880321396,0.887531181076,true,6294282,5.01300704354,25.065041096,1,600,309128,292810,271501,11,10
baseline_expected,always_tau_min_1s,burst_1800s_cv2_1,1800,1,22260621,0.00147701982165,0.00147592956472,0.146962235211,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_1800s_cv2_1,1800,1,22260622,0.00889029000531,0.00885088822799,0.884576409675,true,6303354,5.00579215446,25.0289625174,1,600,309845,293476,271853,7,8
baseline_expected,always_tau_min_1s,burst_1800s_cv2_1,1800,1,22260622,0.00145729011738,0.00145622878575,0.14499914616,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_1800s_cv2_1,1800,1,22260623,0.00891142980071,0.00887184069595,0.886679801612,true,6323217,4.9900675558,24.9503412583,1,600,310784,294363,272665,7,8
baseline_expected,always_tau_min_1s,burst_1800s_cv2_1,1800,1,22260623,0.00142518099082,0.00142416590268,0.14180431496,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_1800s_cv2_1,1800,1,22260624,0.00868694539354,0.00864932290373,0.864343791109,true,6300730,5.00787686506,25.0393874995,1,600,309213,293234,271457,14,8
baseline_expected,always_tau_min_1s,burst_1800s_cv2_1,1800,1,22260624,0.00139384557816,0.00139287462658,0.138686467644,true,157766400,0.2,1,1,1,,,,,
policy,measured_q16_high1_max3600,burst_1800s_cv2_1,1800,1,22260625,0.00897082255941,0.00893070478349,0.892589331359,true,6322117,4.99093578939,24.9546916009,1,600,310675,294165,272450,7,8
baseline_expected,always_tau_min_1s,burst_1800s_cv2_1,1800,1,22260625,0.00137527644473,0.00137433118546,0.13683885442,true,157766400,0.2,1,1,1,,,,,
