passes,reads,writes,corrected,due,diag_alert,diag_danger,diag_persistent,diag_out_of_envelope,diag_force_conservative,diag_alert_events,diag_new_due_words,diag_persistent_due,failures
5,32,1,1,3,1,1,1,1,1,1,1,2,0
