hour_index,timestamp_utc,excel_time,upsets_proton_raw,upsets_proton_filled,is_missing_proton,fill_method,background_proton_gp,event_proton_sp,gcl_ratio,skl_ratio,upsets_total_nu
7888,2021-11-25T16:00:00Z,44525.6666667,0.780165204073,0.780165204073,false,raw,0.554869493711,0.225295710362,10.7,3,7.39315591787
7889,2021-11-25T17:00:00Z,44525.7083333,0.930054561777,0.930054561777,false,raw,0.554869493711,0.375185068066,10.7,3,7.99271334869
7890,2021-11-25T18:00:00Z,44525.75,0.790889845793,0.790889845793,false,raw,0.554869493711,0.236020352082,10.7,3,7.43605448475
7891,2021-11-25T19:00:00Z,44525.7916667,0.894094392688,0.894094392688,false,raw,0.554869493711,0.339224898977,10.7,3,7.84887267233
7892,2021-11-25T20:00:00Z,44525.8333333,0.920022719774,0.920022719774,false,raw,0.554869493711,0.365153226063,10.7,3,7.95258598067
7893,2021-11-25T21:00:00Z,44525.875,0.827075367904,0.827075367904,false,raw,0.554869493711,0.272205874193,10.7,3,7.58079657319
7894,2021-11-25T22:00:00Z,44525.9166667,0.83795778054,0.83795778054,false,raw,0.554869493711,0.283088286829,10.7,3,7.62432622374
7895,2021-11-25T23:00:00Z,44525.9583333,0.744073288642,0.744073288642,false,raw,0.554869493711,0.189203794931,10.7,3,7.24878825615
7896,2021-11-26T00:00:00Z,44526,0.838881683513,0.838881683513,false,raw,0.554869493711,0.284012189802,10.7,3,7.62802183563
7897,2021-11-26T01:00:00Z,44526.0416667,0.793042733092,0.793042733092,false,raw,0.554869493711,0.238173239381,10.7,3,7.44466603395
7898,2021-11-26T02:00:00Z,44526.0833333,1.08361698005,1.08361698005,false,raw,0.554869493711,0.528747486339,10.7,3,8.60696302178
7899,2021-11-26T03:00:00Z,44526.125,1.27283683035,1.27283683035,false,raw,0.554869493711,0.717967336639,10.7,3,9.36384242298
7900,2021-11-26T04:00:00Z,44526.1666667,1.11926702082,1.11926702082,false,raw,0.554869493711,0.564397527109,10.7,3,8.74956318486
7901,2021-11-26T05:00:00Z,44526.2083333,1.02855800844,1.02855800844,false,raw,0.554869493711,0.473688514729,10.7,3,8.38672713534
7902,2021-11-26T06:00:00Z,44526.25,1.15990112478,1.15990112478,false,raw,0.554869493711,0.605031631069,10.7,3,8.9120996007
7903,2021-11-26T07:00:00Z,44526.2916667,1.09966559617,1.09966559617,false,raw,0.554869493711,0.544796102459,10.7,3,8.67115748626
7904,2021-11-26T08:00:00Z,44526.3333333,0.983729033378,0.983729033378,false,raw,0.554869493711,0.428859539667,10.7,3,8.20741123509
7905,2021-11-26T09:00:00Z,44526.375,0.815145766165,0.815145766165,false,raw,0.554869493711,0.260276272454,10.7,3,7.53307816624
7906,2021-11-26T10:00:00Z,44526.4166667,0.821459652303,0.821459652303,false,raw,0.554869493711,0.266590158592,10.7,3,7.55833371079
7907,2021-11-26T11:00:00Z,44526.4583333,0.773584484011,0.773584484011,false,raw,0.554869493711,0.2187149903,10.7,3,7.36683303762
7908,2021-11-26T12:00:00Z,44526.5,0.687650299166,0.687650299166,false,raw,0.554869493711,0.132780805455,10.7,3,7.02309629824
7909,2021-11-26T13:00:00Z,44526.5416667,0.578814462778,0.578814462778,false,raw,0.554869493711,0.0239449690667,10.7,3,6.58775295269
7910,2021-11-26T14:00:00Z,44526.5833333,0.532143523459,0.532143523459,false,raw,0.554560002337,0,10.7,3,6.48835202734
7911,2021-11-26T15:00:00Z,44526.625,0.494812393431,0.494812393431,false,raw,0.553872935091,0,10.7,3,6.48031334056
7912,2021-11-26T16:00:00Z,44526.6666667,0.491447760388,0.491447760388,false,raw,0.553411541432,0,10.7,3,6.47491503476
7913,2021-11-26T17:00:00Z,44526.7083333,0.535608428394,0.535608428394,false,raw,0.553049437115,0,10.7,3,6.47067841424
7914,2021-11-26T18:00:00Z,44526.75,0.570012452864,0.570012452864,false,raw,0.553049437115,0.0169630157494,10.7,3,6.53853047724
7915,2021-11-26T19:00:00Z,44526.7916667,0.576009950222,0.576009950222,false,raw,0.553049437115,0.0229605131074,10.7,3,6.56252046667
7916,2021-11-26T20:00:00Z,44526.8333333,0.58551553533,0.58551553533,false,raw,0.553049437115,0.0324660982154,10.7,3,6.6005428071
7917,2021-11-26T21:00:00Z,44526.875,0.723832386687,0.723832386687,false,raw,0.553049437115,0.170782949572,10.7,3,7.15381021253
7918,2021-11-26T22:00:00Z,44526.9166667,0.670693112772,0.670693112772,false,raw,0.553049437115,0.117643675657,10.7,3,6.94125311687
7919,2021-11-26T23:00:00Z,44526.9583333,0.733693176097,0.733693176097,false,raw,0.553049437115,0.180643738982,10.7,3,7.19325337017
7920,2021-11-27T00:00:00Z,44527,0.756073644162,0.756073644162,false,raw,0.553049437115,0.203024207047,10.7,3,7.28277524243
7921,2021-11-27T01:00:00Z,44527.0416667,0.750982508206,0.750982508206,false,raw,0.553049437115,0.197933071091,10.7,3,7.26241069861
7922,2021-11-27T02:00:00Z,44527.0833333,0.955392730607,0.955392730607,false,raw,0.553049437115,0.402343293492,10.7,3,8.08005158821
7923,2021-11-27T03:00:00Z,44527.125,0.921744387985,0.921744387985,false,raw,0.553049437115,0.36869495087,10.7,3,7.94545821772
7924,2021-11-27T04:00:00Z,44527.1666667,1.1748370345,1.1748370345,false,raw,0.553049437115,0.621787597385,10.7,3,8.95782880378
7925,2021-11-27T05:00:00Z,44527.2083333,0.925813309822,0.925813309822,false,raw,0.553049437115,0.372763872707,10.7,3,7.96173390507
7926,2021-11-27T06:00:00Z,44527.25,1.0591113802,1.0591113802,false,raw,0.553049437115,0.506061943085,10.7,3,8.49492618658
7927,2021-11-27T07:00:00Z,44527.2916667,0.902985183804,0.902985183804,false,raw,0.553049437115,0.349935746689,10.7,3,7.870421401
7928,2021-11-27T08:00:00Z,44527.3333333,0.856620656931,0.856620656931,false,raw,0.553049437115,0.303571219816,10.7,3,7.68496329351
7929,2021-11-27T09:00:00Z,44527.375,0.841875113613,0.841875113613,false,raw,0.553049437115,0.288825676498,10.7,3,7.62598112023
7930,2021-11-27T10:00:00Z,44527.4166667,0.770272035131,0.770272035131,false,raw,0.553049437115,0.217222598016,10.7,3,7.33956880631
7931,2021-11-27T11:00:00Z,44527.4583333,0.762912352286,0.762912352286,false,raw,0.553049437115,0.209862915171,10.7,3,7.31013007493
7932,2021-11-27T12:00:00Z,44527.5,0.701748720773,0.701748720773,false,raw,0.553049437115,0.148699283658,10.7,3,7.06547554887
7933,2021-11-27T13:00:00Z,44527.5416667,0.623024244393,0.623024244393,false,raw,0.553049437115,0.0699748072784,10.7,3,6.75057764335
7934,2021-11-27T14:00:00Z,44527.5833333,0.693022810763,0.693022810763,false,raw,0.553049437115,0.139973373648,10.7,3,7.03057190883
7935,2021-11-27T15:00:00Z,44527.625,0.64535393282,0.64535393282,false,raw,0.553049437115,0.0923044957054,10.7,3,6.83989639706
7936,2021-11-27T16:00:00Z,44527.6666667,0.616871593853,0.616871593853,false,raw,0.553049437115,0.0638221567384,10.7,3,6.72596704119
7937,2021-11-27T17:00:00Z,44527.7083333,0.664660646089,0.664660646089,false,raw,0.553049437115,0.111611208974,10.7,3,6.91712325014
7938,2021-11-27T18:00:00Z,44527.75,0.651681785653,0.651681785653,false,raw,0.553049437115,0.0986323485384,10.7,3,6.86520780839
7939,2021-11-27T19:00:00Z,44527.7916667,0.667486656786,0.667486656786,false,raw,0.553049437115,0.114437219671,10.7,3,6.92842729293
7940,2021-11-27T20:00:00Z,44527.8333333,0.653368982408,0.653368982408,false,raw,0.553049437115,0.100319545293,10.7,3,6.87195659541
7941,2021-11-27T21:00:00Z,44527.875,0.752203110338,0.752203110338,false,raw,0.553049437115,0.199153673223,10.7,3,7.26729310713
7942,2021-11-27T22:00:00Z,44527.9166667,0.751088968624,0.751088968624,false,raw,0.553049437115,0.198039531509,10.7,3,7.26283654028
7943,2021-11-27T23:00:00Z,44527.9583333,0.633692669593,0.633692669593,false,raw,0.553049437115,0.0806432324784,10.7,3,6.79325134415
7944,2021-11-28T00:00:00Z,44528,0.897915356735,0.897915356735,false,raw,0.553049437115,0.34486591962,10.7,3,7.85014209272
7945,2021-11-28T01:00:00Z,44528.0416667,0.962780086472,0.962780086472,false,raw,0.553049437115,0.409730649357,10.7,3,8.10960101167
7946,2021-11-28T02:00:00Z,44528.0833333,1.08927648875,1.08927648875,false,raw,0.553049437115,0.536227051635,10.7,3,8.61558662078
7947,2021-11-28T03:00:00Z,44528.125,0.629484171162,0.629484171162,false,raw,0.553049437115,0.0764347340474,10.7,3,6.77641735043
7948,2021-11-28T04:00:00Z,44528.1666667,0.733014481393,0.733014481393,false,raw,0.553049437115,0.179965044278,10.7,3,7.19053859135
7949,2021-11-28T05:00:00Z,44528.2083333,0.751433392116,0.751433392116,false,raw,0.553049437115,0.198383955001,10.7,3,7.26421423425
7950,2021-11-28T06:00:00Z,44528.25,0.791803464611,0.791803464611,false,raw,0.553049437115,0.238754027496,10.7,3,7.42569452423
7951,2021-11-28T07:00:00Z,44528.2916667,0.763690838095,0.763690838095,false,raw,0.553049437115,0.21064140098,10.7,3,7.31324401816
7952,2021-11-28T08:00:00Z,44528.3333333,0.63405249219,0.63405249219,false,raw,0.553049437115,0.0810030550754,10.7,3,6.79469063454
7953,2021-11-28T09:00:00Z,44528.375,0.564920507993,0.564920507993,false,raw,0.553049437115,0.0118710708784,10.7,3,6.51816269775
7954,2021-11-28T10:00:00Z,44528.4166667,0.573991261274,0.573991261274,false,raw,0.553049437115,0.0209418241594,10.7,3,6.55444571088
7955,2021-11-28T11:00:00Z,44528.4583333,0.511898576766,0.511898576766,false,raw,0.55258394803,0,10.7,3,6.46523219195
7956,2021-11-28T12:00:00Z,44528.5,0.526653103916,0.526653103916,false,raw,0.551483481091,0,10.7,3,6.45235672877
7957,2021-11-28T13:00:00Z,44528.5416667,0.516480085332,0.516480085332,false,raw,0.549858712445,0,10.7,3,6.43334693561
7958,2021-11-28T14:00:00Z,44528.5833333,0.515600696941,0.515600696941,false,raw,0.549608579618,0,10.7,3,6.43042038153
7959,2021-11-28T15:00:00Z,44528.625,0.502677874683,0.502677874683,false,raw,0.54921187669,0,10.7,3,6.42577895727
7960,2021-11-28T16:00:00Z,44528.6666667,0.503207807419,0.503207807419,false,raw,0.548484707439,0,10.7,3,6.41727107703
7961,2021-11-28T17:00:00Z,44528.7083333,0.522022519413,0.522022519413,false,raw,0.548130074712,0,10.7,3,6.41312187413
7962,2021-11-28T18:00:00Z,44528.75,0.508803407504,0.508803407504,false,raw,0.547868481993,0,10.7,3,6.41006123932
7963,2021-11-28T19:00:00Z,44528.7916667,0.535988147483,0.535988147483,false,raw,0.547286939541,0,10.7,3,6.40325719263
7964,2021-11-28T20:00:00Z,44528.8333333,0.525125893275,0.525125893275,false,raw,0.54718323714,0,10.7,3,6.40204387454
7965,2021-11-28T21:00:00Z,44528.875,0.534884678144,0.534884678144,false,raw,0.547038590353,0,10.7,3,6.40035150713
7966,2021-11-28T22:00:00Z,44528.9166667,0.675855491968,0.675855491968,false,raw,0.547038590353,0.128816901615,10.7,3,6.91561911359
7967,2021-11-28T23:00:00Z,44528.9583333,0.808776284283,0.808776284283,false,raw,0.547038590353,0.26173769393,10.7,3,7.44730228285
7968,2021-11-29T00:00:00Z,44529,0.930458140849,0.930458140849,false,raw,0.547038590353,0.383419550496,10.7,3,7.93402970911
7969,2021-11-29T01:00:00Z,44529.0416667,1.05338043936,1.05338043936,false,raw,0.547038590353,0.506341849007,10.7,3,8.42571890316
7970,2021-11-29T02:00:00Z,44529.0833333,0.790542017329,0.790542017329,false,raw,0.547038590353,0.243503426976,10.7,3,7.37436521503
7971,2021-11-29T03:00:00Z,44529.125,0.716173035686,0.716173035686,false,raw,0.547038590353,0.169134445333,10.7,3,7.07688928846
7972,2021-11-29T04:00:00Z,44529.1666667,0.780908209866,0.780908209866,false,raw,0.547038590353,0.233869619513,10.7,3,7.33582998518
7973,2021-11-29T05:00:00Z,44529.2083333,0.850439527726,0.850439527726,false,raw,0.547038590353,0.303400937373,10.7,3,7.61395525662
7974,2021-11-29T06:00:00Z,44529.25,0.854495944764,0.854495944764,false,raw,0.547038590353,0.307457354411,10.7,3,7.63018092477
7975,2021-11-29T07:00:00Z,44529.2916667,0.954044870086,0.954044870086,false,raw,0.547038590353,0.407006279733,10.7,3,8.02837662606
7976,2021-11-29T08:00:00Z,44529.3333333,0.946953125925,0.946953125925,false,raw,0.547038590353,0.399914535572,10.7,3,8.00000964942
7977,2021-11-29T09:00:00Z,44529.375,1.02112542226,1.02112542226,false,raw,0.547038590353,0.474086831907,10.7,3,8.29669883476
7978,2021-11-29T10:00:00Z,44529.4166667,0.923098350516,0.923098350516,false,raw,0.547038590353,0.376059760163,10.7,3,7.90459054778
7979,2021-11-29T11:00:00Z,44529.4583333,0.764540399392,0.764540399392,false,raw,0.547038590353,0.217501809039,10.7,3,7.27035874328
7980,2021-11-29T12:00:00Z,44529.5,0.597573295272,0.597573295272,false,raw,0.547038590353,0.0505347049194,10.7,3,6.6024903268
7981,2021-11-29T13:00:00Z,44529.5416667,0.671031885602,0.671031885602,false,raw,0.547038590353,0.123993295249,10.7,3,6.89632468812
7982,2021-11-29T14:00:00Z,44529.5833333,0.715312600479,0.715312600479,false,raw,0.547038590353,0.168274010126,10.7,3,7.07344754763
7983,2021-11-29T15:00:00Z,44529.625,0.656847530549,0.656847530549,false,raw,0.547038590353,0.109808940196,10.7,3,6.83958726791
7984,2021-11-29T16:00:00Z,44529.6666667,0.634394548492,0.634394548492,false,raw,0.547038590353,0.0873559581394,10.7,3,6.74977533968
7985,2021-11-29T17:00:00Z,44529.7083333,0.706124641676,0.706124641676,false,raw,0.547038590353,0.159086051323,10.7,3,7.03669571242
7986,2021-11-29T18:00:00Z,44529.75,0.762036060372,0.762036060372,false,raw,0.547038590353,0.214997470019,10.7,3,7.2603413872
7987,2021-11-29T19:00:00Z,44529.7916667,0.953845565359,0.953845565359,false,raw,0.547038590353,0.406806975006,10.7,3,8.02757940715
7988,2021-11-29T20:00:00Z,44529.8333333,0.975730799526,0.975730799526,false,raw,0.547038590353,0.428692209173,10.7,3,8.11512034382
7989,2021-11-29T21:00:00Z,44529.875,0.946679413387,0.946679413387,false,raw,0.547038590353,0.399640823034,10.7,3,7.99891479926
7990,2021-11-29T22:00:00Z,44529.9166667,0.923597445174,0.923597445174,false,raw,0.547038590353,0.376558854821,10.7,3,7.90658692641
7991,2021-11-29T23:00:00Z,44529.9583333,0.93830906633,0.93830906633,false,raw,0.547038590353,0.391270475977,10.7,3,7.96543341104
7992,2021-11-30T00:00:00Z,44530,1.03801125382,1.03801125382,false,raw,0.547038590353,0.490972663467,10.7,3,8.364242161
7993,2021-11-30T01:00:00Z,44530.0416667,1.14185194292,1.14185194292,false,raw,0.547038590353,0.594813352567,10.7,3,8.7796049174
7994,2021-11-30T02:00:00Z,44530.0833333,1.26234093646,1.26234093646,false,raw,0.547038590353,0.715302346107,10.7,3,9.26156089156
7995,2021-11-30T03:00:00Z,44530.125,1.31339352347,1.31339352347,false,raw,0.547038590353,0.766354933117,10.7,3,9.4657712396
7996,2021-11-30T04:00:00Z,44530.1666667,1.36096112068,1.36096112068,false,raw,0.547038590353,0.813922530327,10.7,3,9.65604162844
7997,2021-11-30T05:00:00Z,44530.2083333,1.43133295383,1.43133295383,false,raw,0.547038590353,0.884294363477,10.7,3,9.93752896104
7998,2021-11-30T06:00:00Z,44530.25,1.77063431711,1.77063431711,false,raw,0.547038590353,1.22359572676,10.7,3,11.2947344142
7999,2021-11-30T07:00:00Z,44530.2916667,1.43939878556,1.43939878556,false,raw,0.547038590353,0.892360195207,10.7,3,9.96979228796
8000,2021-11-30T08:00:00Z,44530.3333333,1.468634775,1.468634775,false,raw,0.547038590353,0.921596184647,10.7,3,10.0867362457
8001,2021-11-30T09:00:00Z,44530.375,1.09421735411,1.09421735411,false,raw,0.547038590353,0.547178763757,10.7,3,8.58906656216
8002,2021-11-30T10:00:00Z,44530.4166667,1.05606688562,1.05606688562,false,raw,0.547038590353,0.509028295267,10.7,3,8.4364646882
8003,2021-11-30T11:00:00Z,44530.4583333,1.21017288144,1.21017288144,false,raw,0.547038590353,0.663134291087,10.7,3,9.05288867148
8004,2021-11-30T12:00:00Z,44530.5,0.909921410225,0.909921410225,false,raw,0.547038590353,0.362882819872,10.7,3,7.85188278662
8005,2021-11-30T13:00:00Z,44530.5416667,0.853517333624,0.853517333624,false,raw,0.547038590353,0.306478743271,10.7,3,7.62626648021
8006,2021-11-30T14:00:00Z,44530.5833333,0.580657041288,0.580657041288,false,raw,0.547038590353,0.0336184509354,10.7,3,6.53482531087
8007,2021-11-30T15:00:00Z,44530.625,0.537697468665,0.537697468665,false,raw,0.546687902531,0,10.7,3,6.39624845962
8008,2021-11-30T16:00:00Z,44530.6666667,0.518883920133,0.518883920133,false,raw,0.546155794364,0,10.7,3,6.39002279405
8009,2021-11-30T17:00:00Z,44530.7083333,0.537463375998,0.537463375998,false,raw,0.54512680443,0,10.7,3,6.37798361183
8010,2021-11-30T18:00:00Z,44530.75,0.555874101661,0.555874101661,false,raw,0.54512680443,0.0107472972311,10.7,3,6.42097280075
8011,2021-11-30T19:00:00Z,44530.7916667,0.574106929769,0.574106929769,false,raw,0.54512680443,0.0289801253391,10.7,3,6.49390411319
8012,2021-11-30T20:00:00Z,44530.8333333,0.578154564474,0.578154564474,false,raw,0.54512680443,0.0330277600441,10.7,3,6.51009465201
8013,2021-11-30T21:00:00Z,44530.875,0.47162625259,0.47162625259,false,raw,0.544546020564,0,10.7,3,6.3711884406
8014,2021-11-30T22:00:00Z,44530.9166667,0.526288555766,0.526288555766,false,raw,0.544190800283,0,10.7,3,6.36703236331
8015,2021-11-30T23:00:00Z,44530.9583333,0.515554446481,0.515554446481,false,raw,0.543785968788,0,10.7,3,6.36229583482
8016,2021-12-01T00:00:00Z,44531,0.528111694799,0.528111694799,false,raw,0.543150289859,0,10.7,3,6.35485839135
8017,2021-12-01T01:00:00Z,44531.0416667,0.651056435178,0.651056435178,false,raw,0.543150289859,0.107906145319,10.7,3,6.78648297262
8018,2021-12-01T02:00:00Z,44531.0833333,0.75002427563,0.75002427563,false,raw,0.543150289859,0.206873985771,10.7,3,7.18235433443
8019,2021-12-01T03:00:00Z,44531.125,0.576704816956,0.576704816956,false,raw,0.543150289859,0.0335545270972,10.7,3,6.48907649974
8020,2021-12-01T04:00:00Z,44531.1666667,0.638447099846,0.638447099846,false,raw,0.543150289859,0.0952968099872,10.7,3,6.7360456313
8021,2021-12-01T05:00:00Z,44531.2083333,0.645387437591,0.645387437591,false,raw,0.543150289859,0.102237147732,10.7,3,6.76380698228
8022,2021-12-01T06:00:00Z,44531.25,0.802391148217,0.802391148217,false,raw,0.543150289859,0.259240858358,10.7,3,7.39182182478
8023,2021-12-01T07:00:00Z,44531.2916667,0.793417932676,0.793417932676,false,raw,0.543150289859,0.250267642817,10.7,3,7.35592896262
8024,2021-12-01T08:00:00Z,44531.3333333,0.682064070099,0.682064070099,false,raw,0.543150289859,0.13891378024,10.7,3,6.91051351231
8025,2021-12-01T09:00:00Z,44531.375,0.630627319654,0.630627319654,false,raw,0.543150289859,0.0874770297952,10.7,3,6.70476651053
8026,2021-12-01T10:00:00Z,44531.4166667,0.670342076682,0.670342076682,false,raw,0.543150289859,0.127191786823,10.7,3,6.86362553864
8027,2021-12-01T11:00:00Z,44531.4583333,0.564046178127,0.564046178127,false,raw,0.543150289859,0.0208958882682,10.7,3,6.43844194442
8028,2021-12-01T12:00:00Z,44531.5,0.520466881047,0.520466881047,false,raw,0.542837683637,0,10.7,3,6.35120089855
8029,2021-12-01T13:00:00Z,44531.5416667,0.485792928889,0.485792928889,false,raw,0.542268215822,0,10.7,3,6.34453812512
8030,2021-12-01T14:00:00Z,44531.5833333,0.510387110807,0.510387110807,false,raw,0.542043675,0,10.7,3,6.3419109975
8031,2021-12-01T15:00:00Z,44531.625,0.472437997156,0.472437997156,false,raw,0.54174697264,0,10.7,3,6.33843957988
8032,2021-12-01T16:00:00Z,44531.6666667,0.541613498632,0.541613498632,false,raw,0.541647642632,0,10.7,3,6.3372774188
8033,2021-12-01T17:00:00Z,44531.7083333,0.537899908997,0.537899908997,false,raw,0.541399502094,0,10.7,3,6.3343741745
8034,2021-12-01T18:00:00Z,44531.75,0.527114386156,0.527114386156,false,raw,0.540749114223,0,10.7,3,6.32676463641
8035,2021-12-01T19:00:00Z,44531.7916667,0.570795045018,0.570795045018,false,raw,0.540749114223,0.0300459307952,10.7,3,6.44694835959
8036,2021-12-01T20:00:00Z,44531.8333333,0.568688944653,0.568688944653,false,raw,0.540749114223,0.0279398304302,10.7,3,6.43852395813
8037,2021-12-01T21:00:00Z,44531.875,0.632124875272,0.632124875272,false,raw,0.540749114223,0.0913757610492,10.7,3,6.6922676806
8038,2021-12-01T22:00:00Z,44531.9166667,0.56269550438,0.56269550438,false,raw,0.540749114223,0.0219463901572,10.7,3,6.41455019704
8039,2021-12-01T23:00:00Z,44531.9583333,0.708017822887,0.708017822887,false,raw,0.540749114223,0.167268708664,10.7,3,6.99583947106
8040,2021-12-02T00:00:00Z,44532,0.742403837289,0.742403837289,false,raw,0.540749114223,0.201654723066,10.7,3,7.13338352867
8041,2021-12-02T01:00:00Z,44532.0416667,0.791723109819,0.791723109819,false,raw,0.540749114223,0.250973995596,10.7,3,7.33066061879
8042,2021-12-02T02:00:00Z,44532.0833333,0.91347501607,0.91347501607,false,raw,0.540749114223,0.372725901847,10.7,3,7.8176682438
8043,2021-12-02T03:00:00Z,44532.125,0.98301364854,0.98301364854,false,raw,0.540749114223,0.442264534317,10.7,3,8.09582277368
8044,2021-12-02T04:00:00Z,44532.1666667,1.1309524799,1.1309524799,false,raw,0.540749114223,0.590203365677,10.7,3,8.68757809912
8045,2021-12-02T05:00:00Z,44532.2083333,1.31990544709,1.31990544709,false,raw,0.540749114223,0.779156332867,10.7,3,9.44338996788
8046,2021-12-02T06:00:00Z,44532.25,1.18497705003,1.18497705003,false,raw,0.540749114223,0.644227935807,10.7,3,8.90367637964
8047,2021-12-02T07:00:00Z,44532.2916667,0.808282917381,0.808282917381,false,raw,0.540749114223,0.267533803158,10.7,3,7.39689984904
8048,2021-12-02T08:00:00Z,44532.3333333,0.891605088914,0.891605088914,false,raw,0.540749114223,0.350855974691,10.7,3,7.73018853517
8049,2021-12-02T09:00:00Z,44532.375,0.753721441422,0.753721441422,false,raw,0.540749114223,0.212972327199,10.7,3,7.1786539452
8050,2021-12-02T10:00:00Z,44532.4166667,0.905263835156,0.905263835156,false,raw,0.540749114223,0.364514720933,10.7,3,7.78482352014
8051,2021-12-02T11:00:00Z,44532.4583333,0.757070838958,0.757070838958,false,raw,0.540749114223,0.216321724735,10.7,3,7.19205153535
8052,2021-12-02T12:00:00Z,44532.5,0.862062114528,0.862062114528,false,raw,0.540749114223,0.321313000305,10.7,3,7.61201663763
8053,2021-12-02T13:00:00Z,44532.5416667,0.81535043456,0.81535043456,false,raw,0.540749114223,0.274601320337,10.7,3,7.42516991776
8054,2021-12-02T14:00:00Z,44532.5833333,0.789407120431,0.789407120431,false,raw,0.540749114223,0.248658006208,10.7,3,7.32139666124
8055,2021-12-02T15:00:00Z,44532.625,0.78401726899,0.78401726899,false,raw,0.540749114223,0.243268154767,10.7,3,7.29983725548
8056,2021-12-02T16:00:00Z,44532.6666667,0.757190121881,0.757190121881,false,raw,0.540749114223,0.216441007658,10.7,3,7.19252866704
8057,2021-12-02T17:00:00Z,44532.7083333,0.77805997282,0.77805997282,false,raw,0.540749114223,0.237310858597,10.7,3,7.2760080708
8058,2021-12-02T18:00:00Z,44532.75,0.743013353397,0.743013353397,false,raw,0.540749114223,0.202264239174,10.7,3,7.1358215931
8059,2021-12-02T19:00:00Z,44532.7916667,0.938720333904,0.938720333904,false,raw,0.540749114223,0.397971219681,10.7,3,7.91864951513
8060,2021-12-02T20:00:00Z,44532.8333333,1.00495574749,1.00495574749,false,raw,0.540749114223,0.464206633267,10.7,3,8.18359116948
8061,2021-12-02T21:00:00Z,44532.875,1.07930017898,1.07930017898,false,raw,0.540749114223,0.538551064757,10.7,3,8.48096889544
8062,2021-12-02T22:00:00Z,44532.9166667,1.0434975751,1.0434975751,false,raw,0.540749114223,0.502748460877,10.7,3,8.33775847992
8063,2021-12-02T23:00:00Z,44532.9583333,1.11028976694,1.11028976694,false,raw,0.540749114223,0.569540652717,10.7,3,8.60492724728
8064,2021-12-03T00:00:00Z,44533,1.0320741026,1.0320741026,false,raw,0.540749114223,0.491324988377,10.7,3,8.29206458992
8065,2021-12-03T01:00:00Z,44533.0416667,1.13207944912,1.13207944912,false,raw,0.540749114223,0.591330334897,10.7,3,8.692085976
8066,2021-12-03T02:00:00Z,44533.0833333,0.996340563684,0.996340563684,false,raw,0.540749114223,0.455591449461,10.7,3,8.14913043425
8067,2021-12-03T03:00:00Z,44533.125,1.21539171525,1.21539171525,false,raw,0.540749114223,0.674642601027,10.7,3,9.02533504052
8068,2021-12-03T04:00:00Z,44533.1666667,1.3064548315,1.3064548315,false,raw,0.540749114223,0.765705717277,10.7,3,9.38958750552
8069,2021-12-03T05:00:00Z,44533.2083333,1.19965736464,1.19965736464,false,raw,0.540749114223,0.658908250417,10.7,3,8.96239763808
8070,2021-12-03T06:00:00Z,44533.25,1.1725580616,1.1725580616,false,raw,0.540749114223,0.631808947377,10.7,3,8.85400042592
8071,2021-12-03T07:00:00Z,44533.2916667,1.27723957654,1.27723957654,false,raw,0.540749114223,0.736490462317,10.7,3,9.27272648568
8072,2021-12-03T08:00:00Z,44533.3333333,1.16731313626,1.16731313626,false,raw,0.540749114223,0.626564022037,10.7,3,8.83302072456
8073,2021-12-03T09:00:00Z,44533.375,1.19972260293,1.19972260293,false,raw,0.540749114223,0.658973488707,10.7,3,8.96265859124
8074,2021-12-03T10:00:00Z,44533.4166667,1.19331298633,1.19331298633,false,raw,0.540749114223,0.652563872107,10.7,3,8.93702012484
8075,2021-12-03T11:00:00Z,44533.4583333,0.912144319449,0.912144319449,false,raw,0.540749114223,0.371395205226,10.7,3,7.81234545731
8076,2021-12-03T12:00:00Z,44533.5,0.683896304691,0.683896304691,false,raw,0.540749114223,0.143147190468,10.7,3,6.89935339828
8077,2021-12-03T13:00:00Z,44533.5416667,0.588973021293,0.588973021293,false,raw,0.540749114223,0.0482239070702,10.7,3,6.51966026469
8078,2021-12-03T14:00:00Z,44533.5833333,0.508777908871,0.508777908871,false,raw,0.540220992212,0,10.7,3,6.32058560888
8079,2021-12-03T15:00:00Z,44533.625,0.446178774319,0.446178774319,false,raw,0.539668102829,0,10.7,3,6.3141168031
8080,2021-12-03T16:00:00Z,44533.6666667,0.500362732628,0.500362732628,false,raw,0.539196486198,0,10.7,3,6.30859888851
8081,2021-12-03T17:00:00Z,44533.7083333,0.725587352003,0.725587352003,false,raw,0.539196486198,0.186390865805,10.7,3,7.05416235173
8082,2021-12-03T18:00:00Z,44533.75,0.595210494784,0.595210494784,false,raw,0.539196486198,0.0560140085865,10.7,3,6.53265492286
8083,2021-12-03T19:00:00Z,44533.7916667,0.548705021189,0.548705021189,false,raw,0.539196486198,0.0095085349915,10.7,3,6.34663302848
8084,2021-12-03T20:00:00Z,44533.8333333,0.588525866496,0.588525866496,false,raw,0.539196486198,0.0493293802985,10.7,3,6.5059164097
8085,2021-12-03T21:00:00Z,44533.875,0.649593549465,0.649593549465,false,raw,0.539196486198,0.110397063267,10.7,3,6.75018714158
8086,2021-12-03T22:00:00Z,44533.9166667,0.707344710999,0.707344710999,false,raw,0.539196486198,0.168148224801,10.7,3,6.98119178772
